cepage-link,appellation-nom,appellation-type,appellation-couleur,appellation-vignoble
Chardonnay blanc,Givry premier cru Le Vernoy blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Montagny premier cru Les Macles,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru La Maltroie blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru La Romanée rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Anjou gamay,AOC/AOP,Rouge,Loire
Chardonnay blanc,Mâcon Charnay-lès-Mâcon blanc,AOC/AOP,Blanc,Bourgogne
Merlot noir,Agenais Rosé Mousseux,IGP,Rosé,Sud-ouest
Sauvignon blanc,Montravel blanc,AOC/AOP,Blanc,Sud-ouest
Pinot noir,Givry premier cru Les Bois Chevaux rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Marchampt rouge,AOC/AOP,Rouge,Beaujolais
Cabernet-Franc noir,Agenais rosé,IGP,Rosé,Sud-ouest
Sémillon blanc,Graves de Vayres blanc sec,AOC/AOP,Blanc,Bordeaux
Pinot noir,Ladoix premier cru Bois Roussot rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Givry premier cru Le Petit Prétan blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Saint-Aubin premier cru En Montceau blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Pays d'Oc rosé nouveau,IGP,Rosé,Languedoc-roussillon
Chardonnay blanc,Mercurey premier cru Clos de Paradis blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Côtes du Roussillon nouveau rosé,AOC/AOP,Rosé,Languedoc-roussillon
Pinot noir,Saint-Aubin premier cru Village rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Collioure rosé,AOC/AOP,Rosé,Languedoc-roussillon
Merlot noir,Atlantique rosé,IGP,Rosé,Bordeaux
Pinot noir,Givry premier cru En Choué rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru La Boudriotte blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Givry premier cru Le Vernoy rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Mâcon Verzé blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Haut-Poitou rouge,AOC/AOP,Rouge,Loire
Gamay noir,Beaujolais Salles-Arbuissonnas-en-Beaujolais rouge nouveau,AOC/AOP,Rouge,Beaujolais
Chenin blanc,Coteaux du Layon Rablay-sur-Layon,AOC/AOP,Blanc,Loire
Pinot noir,Côte de Nuits-Villages rouge,AOC/AOP,Rouge,Bourgogne
Chenin blanc,Vins de la Corrèze blanc,IGP,Blanc,Sud-ouest
Pinot noir,Pommard premier cru Clos Blanc,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Savigny-lès-Beaune premier cru La Dominode blanc,AOC/AOP,Blanc,Bourgogne
Merlot noir,Sable de Camargue rouge,IGP,Rouge,Languedoc-roussillon
Pinot noir,Nuits-Saint-Georges premier cru Aux Boudots rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Côtes du Rhône Villages Chusclan rosé,AOC/AOP,Rosé,Rhône
Gamay noir,Franche-Comté rosé,IGP,Rosé,Jura
Pinot noir,Nuits-Saint-Georges premier cru Clos de la Maréchale rouge,AOC/AOP,Rouge,Bourgogne
Chenin blanc,Vouvray mousseux,AOC/AOP,Blanc,Loire
Chardonnay blanc,Rully premier cru Margotés blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Coteaux de Peyriac rouge,IGP,Rouge,Languedoc-roussillon
Cabernet-Sauvignon noir,Atlantique rouge,IGP,Rouge,Bordeaux
Chardonnay blanc,Chablis premier cru Vosgros,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Coteaux champenois blanc,AOC/AOP,Blanc,Champagne
Cabernet-Franc noir,Périgord rosé,IGP,Rosé,Bordeaux
Chardonnay blanc,Nuits-Saint-Georges premier cru Aux Bousselots blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Puligny-Montrachet premier cru Les Combettes rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Buzet rosé,AOC/AOP,Rosé,Sud-ouest
Gamay noir,Beaujolais La Chapelle-de-Guinchay rouge nouveau,AOC/AOP,Rouge,Beaujolais
Chardonnay blanc,Chassagne-Montrachet premier cru Les Commes blanc,AOC/AOP,Blanc,Bourgogne
Merlot noir,Sable de Camargue rosé mousseux,IGP,Rosé,Languedoc-roussillon
Sémillon blanc,Entre-deux-Mers Haut-Benauge,AOC/AOP,Blanc,Bordeaux
Grenache noir,Languedoc rosé,AOC/AOP,Rosé,Languedoc-roussillon
Syrah noir,Côtes de Provence Fréjus rouge,AOC/AOP,Rouge,Provence-corse
Chardonnay blanc,Beaune premier cru Les Bressandes blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Volnay premier cru Clos des 60 ouvrées,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Les Chenevottes blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Périgord Vin de Domme rosé,IGP,Rouge,Bordeaux
Gamay noir,Côtes d'Auvergne Châteaugay rouge,AOC/AOP,Rouge,Loire
Chardonnay blanc,Puligny-Montrachet premier cru Clos de la Garenne blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Mazis-Chambertin,AOC/AOP,Rouge,Bourgogne
Sauvignon blanc,Agenais Blanc Mousseux,IGP,Blanc,Sud-ouest
Gamay noir,Côtes du Forez rosé,AOC/AOP,Rosé,Loire
Sauvignon blanc,Sable de Camargue blanc sur lie,IGP,Blanc,Languedoc-roussillon
Pinot noir,Volnay,AOC/AOP,Rouge,Bourgogne
Grenache noir,Côtes du Rhône Villages Laudun rosé,AOC/AOP,Rosé,Rhône
Pinot noir,Haute-Marne rouge,IGP,Rouge,Champagne
Cabernet-Sauvignon noir,Pays d'Oc gris de gris,IGP,Gris,Languedoc-roussillon
Pinot noir,Gevrey-Chambertin premier cru Petite Chapelle,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Sable de Camargue blanc nouveau,IGP,Blanc,Languedoc-roussillon
Pinot noir,Bourgogne Montrecul rosé,AOC/AOP,Rosé,Bourgogne
Grenache noir,Vin de Corse Porto-Vecchio rouge,AOC/AOP,Rouge,Provence-corse
Chardonnay blanc,Beaune premier cru Clos des Avaux blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Languedoc Pézenas,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Coteaux Bourguignons blanc nouveau,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Beaujolais Montmelas-Saint-Sorlin blanc,AOC/AOP,Blanc,Beaujolais
Pinot noir,Musigny rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Givry premier cru Clos du Cellier aux Moines blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Morey-Saint-Denis premier cru Les Ruchots blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Beaune premier cru Montée Rouge rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Franc noir,Côtes du Tarn rosé,IGP,Rosé,Sud-ouest
Chardonnay blanc,Bourgogne Coulanges-la-Vineuse blanc,AOC/AOP,Blanc,Bourgogne
Syrah noir,Agenais rosé,IGP,Rosé,Sud-ouest
Pinot noir,Vosne-Romanée premier cru Au-dessus des Malconsorts,AOC/AOP,Rouge,Bourgogne
Cabernet-Franc noir,Buzet rosé,AOC/AOP,Rosé,Sud-ouest
Pinot noir,Sainte-Marie-la-Blanche rosé,IGP,Rosé,Bourgogne
Pinot noir,Givry premier cru Les Bois Gautiers rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Rully premier cru La Pucelle rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Côtes du Rhône Villages Visan rosé,AOC/AOP,Rosé,Rhône
Pinot noir,Macvin du Jura rosé,AOC/AOP,Rosé,Jura
Pinot noir,Givry premier cru La Plante rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Montagny premier cru Les Bassets,AOC/AOP,Blanc,Bourgogne
Pinot noir,Pommard premier cru La Chanière,AOC/AOP,Rouge,Bourgogne
Pinot noir,Ariège rosé,IGP,Rosé,Languedoc-roussillon
Pinot noir,Meursault premier cru Les Santenots du Milieu rouge,AOC/AOP,Rouge,Bourgogne
Sémillon blanc,Monbazillac Sélection de grains nobles,AOC/AOP,Blanc,Sud-ouest
Grenache noir,Grignan-les-Adhémar rosé,AOC,Rosé,Rhône
Grenache noir,Corbières-Boutenac,AOC,Rouge,Languedoc-roussillon
Grenache noir,Atlantique rouge,IGP,Rouge,Bordeaux
Cabernet-Franc noir,Pays d'Oc gris de gris mousseux,IGP,Gris,Languedoc-roussillon
Chardonnay blanc,Pouilly-Fuissé en france,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Chablis Grand Cru Grenouilles,AOC/AOP,Blanc,Bourgogne
Grenache noir,Banyuls grand cru,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Pouilly-Fuissé les plessys,AOC/AOP,Blanc,Bourgogne
Pinot noir,Puligny-Montrachet premier cru Le Cailleret rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Villages rouge nouveau,AOC/AOP,Rouge,Beaujolais
Gamay noir,Bourgogne Passe-tout-grains rosé,AOC/AOP,Rosé,Bourgogne
Chardonnay blanc,Santenay premier cru blanc,AOC/AOP,Blanc,Bourgogne
Merlot noir,Val de Loire rosé,IGP,Rosé,Loire
Chardonnay blanc,Beaune premier cru Les Chouacheux blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Anjou Villages,AOC/AOP,Rouge,Loire
Grenache noir,Périgord Vin de Domme rouge,IGP,Rouge,Bordeaux
Grenache noir,Sable de Camargue gris nouveau,IGP,Gris,Languedoc-roussillon
Chardonnay blanc,Côtes de Gascogne blanc,IGP,Blanc,Sud-ouest
Cabernet-Sauvignon noir,Sable de Camargue rosé sur lie,IGP,Rosé,Languedoc-roussillon
Chardonnay blanc,Chassagne-Montrachet,AOC/AOP,Blanc,Bourgogne
Syrah noir,Isère rosé,IGP,Rosé,Savoie bugey
Pinot noir,Isère rouge,IGP,Rouge,Savoie bugey
Chardonnay blanc,Montagny premier cru Les Burnins,AOC/AOP,Blanc,Bourgogne
Ugni blanc,Côtes du Lot blanc,IGP,Blanc,Sud-ouest
Pinot noir,Champagne blanc,AOC/AOP,Blanc,Champagne
Chardonnay blanc,Beaune premier cru Clos du Roi blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Côtes du Rhône nouveau rosé,AOC/AOP,Rosé,Rhône
Pinot noir,Volnay premier cru Les Caillerets,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Périgord rosé,IGP,Rosé,Bordeaux
Pinot noir,Beaune premier cru Champs Pimont rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Vauxrenard rosé,AOC/AOP,Rosé,Beaujolais
Gamay noir,Moulin-à-Vent,AOC/AOP,Rouge,Beaujolais
Grenache noir,Pays d'Oc gris de raisins gris surmûris,IGP,Gris,Languedoc-roussillon
Chardonnay blanc,Mercurey premier cru La Mission blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Savigny-lès-Beaune premier cru Les Talmettes blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Saint-Chinian Berlou,AOC/AOP,Rouge,Languedoc-roussillon
Merlot noir,Neac,AOC/AOP,Rouge,Bordeaux
Pinot noir,Côtes de Toul gris,AOC/AOP,Gris,Lorraine
Chardonnay blanc,Aloxe-Corton premier cru La Coutière blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Yonne blanc,IGP,Blanc,Bourgogne
Gamay noir,Haut-Poitou rosé,AOC/AOP,Rosé,Loire
Chardonnay blanc,Morey-Saint-Denis blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Beaujolais Leynes rosé,AOC/AOP,Rosé,Beaujolais
Chardonnay blanc,Pouilly-Fuissé les bouthières,AOC/AOP,Blanc,Bourgogne
Pinot noir,La Romanée,AOC/AOP,Rouge,Bourgogne
Pinot noir,Givry premier cru Le Champ Lalot rouge,AOC/AOP,Rouge,Bourgogne
Chenin blanc,Périgord blanc,IGP,Blanc,Bordeaux
Chardonnay blanc,Mercurey premier cru Les Montaigus blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Touraine Noble Joué,AOC/AOP,Rosé,Loire
Chardonnay blanc,Chablis premier cru Butteaux,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Mâcon Prissé blanc,AOC/AOP,Blanc,Bourgogne
Syrah noir,Duché d'Uzès rouge,IGP,Rouge,Languedoc-roussillon
Pinot noir,Saint-Aubin premier cru En Créot rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Ez Crets blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Givry premier cru Clos Salomon blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Buzet rosé,AOC/AOP,Rosé,Sud-ouest
Pinot noir,Vougeot premier cru Le Clos Blanc rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Côtes du Rhône Villages Rousset-les-Vignes rosé,AOC/AOP,Rosé,Rhône
Chenin blanc,Crémant de Loire blanc,AOC/AOP,Blanc,Loire
Cabernet-Franc noir,Pays d'Oc gris de gris,IGP,Gris,Languedoc-roussillon
Chardonnay blanc,Nuits-Saint-Georges premier cru Clos de la Maréchale blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Côtes de la Charité rouge,IGP,Rouge,Loire
Chardonnay blanc,Chablis premier cru Forêts,AOC/AOP,Blanc,Bourgogne
Pinot noir,Nuits-Saint-Georges premier cru Clos des Forêts Saint-Georges rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Nuits-Saint-Georges premier cru Clos Saint-Marc rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru La Grande Montagne blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Montagny premier cru Vignes Saint-Pierre,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Graves rouge,AOC/AOP,Rouge,Bordeaux
Gamay noir,Vin de Savoie Chautagne rouge,AOC/AOP,Rouge,Savoie bugey
Grenache noir,Banyuls traditionnel rancio,AOC/AOP,Rancio,Languedoc-roussillon
Chardonnay blanc,Nuits-Saint-Georges premier cru Clos des Forêts Saint-Georges blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Givry premier cru La Matrosse rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru Les Bondues rouge,AOC/AOP,Rouge,Bourgogne
Ugni blanc,Bandol blanc,AOC/AOP,Blanc,Provence-corse
Grenache noir,Périgord rosé,IGP,Rosé,Bordeaux
Chardonnay blanc,Rully premier cru La Fosse blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Givry premier cru Le Vigron blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Lalande-de-Pomerol,AOC/AOP,Rouge,Bordeaux
Pinot noir,Givry premier cru La Brûlée rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Coteaux de Glanes rosé,IGP,Rosé,Sud-ouest
Cabernet-Sauvignon noir,Pays d'Oc gris de gris mousseux,IGP,Gris,Languedoc-roussillon
Cabernet-Franc noir,Pays d'Oc rosé nouveau,IGP,Rosé,Languedoc-roussillon
Chardonnay blanc,Rully premier cru Les Pierres blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Aloxe-Corton,AOC/AOP,Blanc,Bourgogne
Pinot noir,Ladoix premier cru Les Buis rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Saint-Etienne-des-Oullières rouge nouveau,AOC/AOP,Rouge,Beaujolais
Chardonnay blanc,Ladoix premier cru Hautes Mourottes blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Beaujolais Saint-Etienne-la-Varenne rouge nouveau,AOC/AOP,Rouge,Beaujolais
Gamay noir,Beaujolais Vaux-en-Beaujolais rosé nouveau,AOC/AOP,Rosé,Beaujolais
Syrah noir,Ariège rosé,IGP,Rosé,Languedoc-roussillon
Gamay noir,Mâcon rosé,AOC/AOP,Rosé,Bourgogne
Syrah noir,Saint-Chinian rouge,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Chablis premier cru Berdiot,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Mâcon Montbellet blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Givry premier cru En Choué blanc,AOC/AOP,Blanc,Bourgogne
Chenin blanc,Limoux blanc,AOC/AOP,Blanc,Languedoc-roussillon
Chardonnay blanc,Nuits-Saint-Georges premier cru Clos des Grandes Vignes blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Yonne rouge,IGP,Rouge,Bourgogne
Chardonnay blanc,Vougeot blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Monthélie premier cru Les Clous rouge,AOC/AOP,Blanc,Bourgogne
Gamay noir,Beaujolais Beaujeu rosé,AOC/AOP,Rosé,Beaujolais
Chardonnay blanc,Touraine mousseux blanc,AOC/AOP,Blanc,Loire
Sauvignon blanc,Côtes de Bordeaux Cadillac,AOC,Rouge,Bordeaux
Pinot noir,Gevrey-Chambertin premier cru Les Goulots,AOC/AOP,Rouge,Bourgogne
Pinot noir,Côtes de la Charité rosé,IGP,Rosé,Loire
Pinot noir,Aloxe-Corton premier cru Les Fournières rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Reuilly rosé,AOC/AOP,Rosé,Loire
Pinot noir,Morey-Saint-Denis premier cru Les Gruenchers rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chablis Grand Cru Bougros,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Calvados rouge,IGP,Rouge,Loire
Carignan noir,Ventoux rouge,AOC/AOP,Rouge,Rhône
Cabernet-Franc noir,Saumur-Champigny,AOC/AOP,Rouge,Loire
Chardonnay blanc,Chablis premier cru Beugnons,AOC/AOP,Blanc,Bourgogne
Pinot noir,Vosne-Romanée premier cru Clos des Réas,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Beaune premier cru Les Epenotes blanc,AOC/AOP,Blanc,Bourgogne
Sauvignon blanc,Pays d'Oc blanc sur lie,IGP,Blanc,Languedoc-roussillon
Sauvignon blanc,Coteaux du Cher et de l'Arnon rosé,IGP,Rosé,Loire
Cabernet-Sauvignon noir,Lalande-de-Pomerol,AOC/AOP,Rouge,Bordeaux
Chardonnay blanc,Côtes de Meuse blanc,IGP,Blanc,Lorraine
Pinot noir,Auxey-Duresses premier cru rouge,AOC/AOP,Rouge,Bourgogne
Sauvignon blanc,Côtes de Duras blanc sec,AOC/AOP,Blanc,Sud-ouest
Gamay noir,Beaujolais Marchampt rosé nouveau,AOC/AOP,Rosé,Beaujolais
Gamay noir,Saône-et-Loire rouge,IGP,Rouge,Bourgogne
Grenache noir,Vin de Corse rouge,AOC/AOP,Rouge,Provence-corse
Grenache noir,Rasteau tuilé rancio hors âge,AOC/AOP,Tuilé,Rhône
Chardonnay blanc,Saint-Aubin premier cru Pitangeret blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Rosé d'Anjou nouveau,AOC/AOP,Rosé,Loire
Pinot noir,Bourgogne Côte Saint-Jacques rouge,AOC/AOP,Rouge,Bourgogne
Syrah noir,Aveyron rosé,IGP,Rosé,Sud-ouest
Chardonnay blanc,Chablis premier cru Vaupulent,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Thézac-Perricard rouge,IGP,Rouge,Sud-ouest
Cabernet-Sauvignon noir,Montagne-Saint-Emilion,AOC/AOP,Rouge,Bordeaux
Merlot noir,Haute-Marne rouge,IGP,Rouge,Champagne
Cabernet-Franc noir,Touraine rosé,AOC/AOP,Rosé,Loire
Pinot noir,Meursault rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Ladoix premier cru Le Rognet et Corton rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Givry premier cru Les Bois Gautiers blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Les Chaumées blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Côtes de la Charité rosé,IGP,Rosé,Loire
Sauvignon blanc,Loupiac,AOC/AOP,Blanc,Bordeaux
Chardonnay blanc,Pays d'Oc blanc mousseux,IGP,Blanc,Languedoc-roussillon
Merlot noir,Montravel rouge,AOC/AOP,Rouge,Sud-ouest
Pinot noir,Chassagne-Montrachet premier cru La Grande Montagne rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Côte de Brouilly,AOC/AOP,Rouge,Beaujolais
Syrah noir,Pays d'Oc gris de gris mousseux,IGP,Gris,Languedoc-roussillon
Pinot noir,Nuits-Saint-Georges rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Meursault premier cru Genevrières rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Cailleret blanc,AOC/AOP,Blanc,Bourgogne
Syrah noir,Languedoc Cabrières rouge,AOC/AOP,Rouge,Languedoc-roussillon
Pinot noir,Bourgogne Epineuil rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Griotte-Chambertin,AOC/AOP,Rouge,Bourgogne
Merlot noir,Vins de la Corrèze rosé,IGP,Rosé,Sud-ouest
Pinot noir,Mercurey premier cru La Levrière rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Savigny-lès-Beaune premier cru Les Rouvrettes blanc,AOC/AOP,Blanc,Bourgogne
Chenin blanc,Fiefs Vendéens Brem blanc,AOC/AOP,Blanc,Loire
Syrah noir,Pierrevert rosé,AOC/AOP,Rosé,Provence-corse
Chardonnay blanc,Ladoix premier cru Bois Roussot blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Morgon,AOC/AOP,Rouge,Beaujolais
Pinot noir,Givry premier cru En Veau rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Volnay premier cru Pitures Dessus,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Mâcon Bray blanc,AOC/AOP,Blanc,Bourgogne
Merlot noir,Côtes du Lot rosé,IGP,Rosé,Sud-ouest
Pinot noir,Nuits-Saint-Georges premier cru Les Poulettes rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Saint-Aubin premier cru En Créot blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Bourgogne nouveau,AOC/AOP,Blanc,Bourgogne
Sémillon blanc,Côtes de Bordeaux Blaye blanc,AOC,Blanc,Bordeaux
Pinot noir,Savigny-lès-Beaune premier cru Les Talmettes rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Bugey Manicle rouge,AOC/AOP,Rouge,Savoie bugey
Grenache noir,Languedoc Saint-Saturnin rosé,AOC/AOP,Rosé,Languedoc-roussillon
Sauvignon blanc,Buzet blanc,AOC/AOP,Blanc,Sud-ouest
Chardonnay blanc,Beaune premier cru Clos de l'Ecu blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Cité de Carcassonne rouge,IGP,Rouge,Languedoc-roussillon
Cabernet-Sauvignon noir,Lussac-Saint-Emilion,AOC/AOP,Rouge,Bordeaux
Pinot noir,Pernand-Vergelesses premier cru Village de Pernand rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Nuits-Saint-Georges premier cru Les Vaucrains rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Mâcon Bray blanc nouveau,AOC/AOP,Blanc,Bourgogne
Gamay noir,Côtes d'Auvergne Madargues rouge,AOC/AOP,Rouge,Loire
Pinot noir,Monthélie premier cru La Taupine rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Vin de Savoie Jongieux rouge,AOC/AOP,Rouge,Savoie bugey
Pinot noir,Beaune premier cru Blanches Fleurs rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Languedoc Cabrières rosé,AOC/AOP,Rosé,Languedoc-roussillon
Grenache noir,Languedoc Terrasses du Larzac,AOC/AOP,Rouge,Languedoc-roussillon
Pinot noir,Chassagne-Montrachet premier cru Petingeret rouge,AOC/AOP,Rouge,Bourgogne
Chenin blanc,Sable de Camargue blanc sur lie,IGP,Blanc,Languedoc-roussillon
Pinot noir,Haute-Vienne rosé,IGP,Rosé,Loire
Chardonnay blanc,Petit Chablis,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru Les Pasquelles rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Ez Crottes blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Beaujolais Saint-Etienne-des-Oullières rosé nouveau,AOC/AOP,Rosé,Beaujolais
Grenache noir,Côtes du Rhône Villages Roaix rouge,AOC/AOP,Rouge,Rhône
Pinot noir,Monthélie premier cru rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Pays d'Oc rosé,IGP,Rosé,Languedoc-roussillon
Chardonnay blanc,Bugey Manicle blanc,AOC/AOP,Blanc,Savoie bugey
Chardonnay blanc,Chablis premier cru Pied d'Aloup,AOC/AOP,Blanc,Bourgogne
Pinot noir,Beaune premier cru Les Cents Vignes rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru En Cailleret rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Givry premier cru Les Combes blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Pouilly-Fuissé la maréchaude,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Bourgogne Epineuil blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Savigny-lès-Beaune premier cru Petits Godeaux rouge,AOC/AOP,Rouge,Bourgogne
Syrah noir,Urfé rouge,IGP,Rouge,Loire
Grenache noir,Maury tuilé,AOC/AOP,Tuilé,Languedoc-roussillon
Grenache noir,Pierrevert rosé,AOC/AOP,Rosé,Provence-corse
Chardonnay blanc,Santenay blanc,AOC/AOP,Blanc,Bourgogne
Merlot noir,Haute Vallée de l'Aude rosé,IGP,Rosé,Languedoc-roussillon
Pinot noir,Volnay premier cru Lassolle,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Pouilly-Fuissé les courtelongs,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chambolle-Musigny premier cru Derrière la Grange,AOC/AOP,Rouge,Bourgogne
Syrah noir,Sable de Camargue gris nouveau,IGP,Gris,Languedoc-roussillon
Pinot noir,Volnay premier cru Clos du Château des Ducs,AOC/AOP,Rouge,Bourgogne
Grenache noir,Côtes du Rhône Villages Saint-Gervais rouge,AOC/AOP,Rouge,Rhône
Chardonnay blanc,Mâcon Saint-Gengoux-le-National blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Côtes du Vivarais rouge,AOC/AOP,Rouge,Rhône
Gamay noir,Beaujolais Blacé rosé nouveau,AOC/AOP,Rosé,Beaujolais
Sauvignon blanc,Cérons,AOC/AOP,Blanc,Bordeaux
Gamay noir,Agenais rouge,IGP,Rouge,Sud-ouest
Ugni blanc,Agenais blanc,IGP,Blanc,Sud-ouest
Chenin blanc,Estaing blanc,AOC/AOP,Blanc,Sud-ouest
Pinot noir,Pays d'Oc gris de raisins surmûris,IGP,Gris,Languedoc-roussillon
Chardonnay blanc,Givry premier cru La Petite Berge blanc,AOC/AOP,Blanc,Bourgogne
